Model,Brand,Date of Sale,Sale Price,Year,Mileage,Classification,Transmission,Fuel Type,Description,Sale Location
Volkswagen Golf (GTI),Volkswagen,2024-01-02,"€8,193.00",2010,"109,038",Hatchback,Automatic,Petrol,Navy Volkswagen Golf2.0 TSI GTI DSG Euro 5 5dr6 previous owners,Dublin
Volkswagen Polo (Match),Volkswagen,02/01/2024,"€15,317.00",2020,"23,397 miles",Hatchback,Manual,Petrol,"Navy Volkswagen Polo1.0 TSI 95 MATCH 5d 94 BHP \xa31,755 Upgraded Extras, 6.5in Touchscreen Display, Apple CarPlay, Android Auto, MirrorLink, DAB / Bluetooth / USB, Front /1 previous owner",Dublin
Volkswagen Golf (SE),Volkswagen,03/01/2024,"€9,193.00",2014,"62,329",Hatchback,Manual,Diesel,Black Volkswagen GolfSE TDI BLUEMOTION TECHNOLOGY 1.6 5dr3 previous owners,Wexford
Volkswagen Tiguan (TDI),Volkswagen,05/01/2024,"€9,849.00",2015,"79,695",SUV,Manual,Diesel,Blue Volkswagen Tiguan2.0 TDI BlueMotion Tech Match 4WD Euro 5 (s/s) 5dr,Longford
Volkswagen Passat (Highline),Volkswagen,06/01/2024,"€3,086.00",2009,"105,044",Saloon,Manual,Diesel,Volkswagen Passat2.0 TDI Highline Euro 5 4dr3 previous owners,Cork
Volkswagen Scirocco (R-Line),Volkswagen,07/01/2024,"€16,381.00",2017,"46,777",Hatchback,Automatic,Diesel,"Navy Volkswagen Scirocco2.0 R LINE TDI BLUEMOTION TECHNOLOGY DSG 2d 148 BHP **F/S/H**\xa320 ROAD TAX**19""ALLOYS**2 previous owners",Dublin
Volkswagen T-Cross (TSI EVO),Volkswagen,07/01/2024,"€27,176.00",2020,"6,902",SUV,Automatic,Petrol,Blue Volkswagen T-Cross1.5 TSI (150ps) R-Line EVO DSG 5dr2 previous owners,Mayo
Volkswagen Golf (TSI),Volkswagen,08/01/2024,"€11,444.00",2012,"26,136",Hatchback,Automatic,Petrol,Silver Volkswagen Golf1.4 TSI Match DSG Euro 5 5dr,Galway
Volkswagen Polo (EVO),Volkswagen,2024-01-12,"€18,183.00",2021,"2,892",Hatchback,Manual,Petrol,Blue Volkswagen PoloMK6 Hatchback 5Dr 1.0 80PS Match EVO,Kildare
Volkswagen Golf (SE Nav),Volkswagen,12/01/2024,"€17,413.00",2018,"24,086",Hatchback,Manual,Petrol,Blue Volkswagen GolfVolkswagen Golf 1.5 TSI EVO 130 SE Nav 5dr1 previous owner,Sligo
Volkswagen Scirocco (TDI),Volkswagen,14/01/2024,"€6,372.00",2012,"132,281 miles",Hatchback,Manual,Diesel,"Grey Volkswagen Scirocco2.0 TDI BlueMotion Tech R-Line Euro 5 (s/s) 3dr (Leather, Nav)2 previous owners",Meath
Volkswagen Polo (beats),Volkswagen,18/01/2024,"€15,662.00",2020,"25,041 miles",Hatchback,Manual,Petrol,Blue Volkswagen Polo Hatchback1.0 TSI 95 Beats 5dr1 previous owner,Kilkenny
Volkswagen Golf (TSI EVO),Volkswagen,21/01/2024,"€19,906.00",2020,"19,731",Hatchback,Manual,Petrol,Volkswagen Golf1.5 TSI EVO Match Edition 5dr,Dublin
Volkswagen Golf (Match Edition),Volkswagen,22/01/2024,"€22,366.00",2020,19921,Estate,Automatic,Petrol,Navy Volkswagen Golf1.5 TSI EVO 150 Match Edition 5dr DSG,Dublin
Volkswagen Golf (GTI),Volkswagen,23/01/2024,"€16,257.00",2014,"57,232 miles",Hatchback,Automatic,Petrol,Volkswagen Golf2.0 TSI BlueMotion Tech GTI DSG Euro 6 (s/s) 5dr,Dublin
Volkswagen Taigo (TSI),Volkswagen,2024-01-25,"€28,860.00",2022,"4,053",SUV,Automatic,Petrol,Grey Volkswagen Taigo1.5 TSI 150 R-Line 5dr DSG,Monaghan
Volkswagen Tiguan (TDI),Volkswagen,25/01/2024,"€12,388.00",2014,"31,081",S.U.V.,Automatic,Diesel,Volkswagen Tiguan2.0 TDI BlueMotion Tech Match DSG 4WD Euro 5 (s/s) 5dr1 previous owner,Dublin
Volkswagen Tiguan (Match Edition),Volkswagen,27/01/2024,"€12,722.00",2016,"55,109",SUV,Manual,Diesel,Grey Volkswagen Tiguan2.0 TDi BlueMotion Tech Match Edition 150 5dr 2WD3 previous owners,Dublin
Volkswagen Golf (R),Volkswagen,27/01/2024,"€21,435.00",2017,"49,394",Hatchback,Manual,Petrol,Navy Volkswagen Golf2.0 R 3d 298 BHP STUNNING LOOKING CAR!!!,Dublin
Volkswagen Golf (SE),Volkswagen,31/01/2024,"€9,783.00",2013,"50,464",Hatchback,Automatic,Diesel,Blue Volkswagen Golf1.6 TDI BlueMotion Tech SE DSG Euro 5 (s/s) 5dr,Dublin
Volkswagen Touareg (BlueMotion Tech),Volkswagen,02/02/2024,"€ 12,073",2013,"142,178",SUV,Automatic,Diesel,Blue Volkswagen Touareg3.0 TDI V6 BlueMotion Tech R-Line Tiptronic 4WD Euro 5 (s/s) 5dr6 previous owners,Kerry
Volkswagen Golf (R-Line),Volkswagen,03/02/2024,"€ 16,225",2018,"60,034",Hatchback,Manual,Diesel,Blue Volkswagen Golf2.0 TDI R-Line 5dr Diesel Hatchback,Dublin
Volkswagen Tiguan (TSI),Volkswagen,06/02/2024,"€30,137.00",2022,146,SUV,Automatic,Petrol,Red Volkswagen Tiguan1.5 TSI Life DSG Euro 6 (s/s) 5dr,Clare
Volkswagen Passat (TDI),Volkswagen,10/02/2024,"€9,364.00",2013,"97,329 miles",Estate,Automatic,Diesel,Navy Volkswagen Passat2.0 TDI BlueMotion Tech Alltrack DSG 4Motion Euro 5 (s/s) 5dr3 previous owners,Kildare
Volkswagen Tiguan Allspace (TDI),Volkswagen,11/02/2024,"€24,781.00",2019,"19,085",SUV,Manual,Diesel,Blue Volkswagen Tiguan Allspace1.5 TSI EVO SE Nav 5dr Bluetooth,Roscommon
Volkswagen Tiguan (R-Line),Volkswagen,12/02/2024,"€42,370.00",2022,402,SUV,Automatic,Diesel,Black Volkswagen Tiguan2.0 TDI R-Line DSG 4Motion Euro 6 (s/s) 5dr,Clare
Volkswagen Golf (Match),Volkswagen,13/02/2024,"€5,440.00",2011,"100,339",Hatchback,Manual,Diesel,Volkswagen Golf2.0 TDI Match Euro 5 5dr3 previous owners,Limerick
Volkswagen Golf (TSI EVO),Volkswagen,2024-02-22,"€ 18,118",2019,"2,489",Hatchback,Manual,Petrol,Volkswagen Golf1.5 TSI EVO 150 SE [Nav] 5dr,Kildare
Volkswagen Passat (TDI),Volkswagen,23/02/2024,"€11,973.00",2014,"56,405",Estate,Manual,Diesel,Red Volkswagen Passat2.0 EXECUTIVE TDI BLUEMOTION TECHNOLOGY 5d 139 BHP,Cork
Volkswagen CC (TDI),Volkswagen,24/02/2024,"€10,826.00",2016,"78,363",Saloon,Automatic,Diesel,Blue Volkswagen CC2.0 GT TDI BLUEMOTION TECHNOLOGY DSG 4d 148 BHP FINANCE ME TODAY 4.9%2 previous owners,Donegal
Volkswagen Golf (SE Nav),Volkswagen,25/02/2024,"€16,840.00",2018,"14,424",Hatchback,Manual,Petrol,Blue Volkswagen Golf1.4 SE NAVIGATION TSI BLUEMOTION TECHNOLOGY 5d 124 BHP SAT NAV,Dublin
Volkswagen Passat (TDI),Volkswagen,25/02/2024,"€12,469.00",2015,"64,995",Estate,Automatic,Diesel,Blue Volkswagen Passat2.0 TDI SE Business 5dr DSG,Dublin
Volkswagen Golf (R),Volkswagen,25/02/2024,"€22,711.00",2017,"21,986",Hatchback,Manual,Petrol,Red Volkswagen Golf2.0 TSI BlueMotion Tech R 4Motion Euro 6 (s/s) 3dr3 previous owners,Wicklow
Volkswagen Golf (TSI EVO),Volkswagen,28/02/2024,"€17,775.00",2019,"16,407 miles",Hatchback,Manual,Petrol,Volkswagen GolfSE Nav 1.5 TSI EVO 130PS 6-speed Manual 5 Door1 previous owner,Wicklow
Volkswagen Polo (TSI),Volkswagen,01/03/2024,"€11,998.00",2016,"37,874",Hatchback,Automatic,Petrol,Red Volkswagen Polo1.2 TSI BlueMotion Tech Match DSG (s/s) 5dr2 previous owners,Longford
Volkswagen Golf (TSI),Volkswagen,02/03/2024,"€9,828.00",2010,"91,371 miles",Hatchback,Manual,Petrol,Silver Volkswagen Golf2.0 TSI GTI 3dr,Dublin
Volkswagen Polo (SEL),Volkswagen,02/03/2024,"€13,650.00",2018,"44,982",Hatchback,Manual,Petrol,Silver Volkswagen PoloMK6 Hatchback 5Dr 1.0 TSI 115PS SEL,Dublin
Volkswagen Golf (S),Volkswagen,02/03/2024,"€2,142.00",2011,"141,311",Estate,Manual,Diesel,Black Volkswagen Golf1.6 TDI BlueMotion Tech S Euro 5 (s/s) 5dr,Tipperary
Volkswagen Tiguan (BlueMotion Tech),Volkswagen,05/03/2024,"€11,342.00",2015,"56,971 miles",SUV,Manual,Diesel,Silver Volkswagen TiguanMATCH TDI BLUEMOTION TECHNOLOGY 2.0 5dr4 previous owners,Dublin
Volkswagen Golf (R),Volkswagen,2024-03-05,"€25,303.00",2018,"35,158",Hatchback,Automatic,Petrol,Blue Volkswagen Golf2.0 TSI R Hatchback 5dr Petrol DSG 4Motion Euro 6 (s/s) (310 ps)1 previous owner,Dublin
Volkswagen Golf (TSI),Volkswagen,2024-03-06,"€10,470.00",2015,"68,252",Hatchback,Manual,Petrol,Red Volkswagen Golf1.4 TSI Match 5dr,Carlow
Volkswagen Tiguan (R-Line),Volkswagen,06/03/2024,"€37,572.00",2022,"5,695",SUV,Automatic,Diesel,Black Volkswagen Tiguan 2.0 TDI R-Line SUV 5dr Diesel DSG Euro 6 (s2.0 TDI R-Line DSG Euro 6 (s/s) 5dr,Galway
Volkswagen Tiguan (TDI),Volkswagen,07/03/2024,"€9,246.00",2013,"90,406 miles",SUV,Manual,Diesel,Blue Volkswagen Tiguan2.0 TDI BlueMotion Tech Match 4WD (s/s) 5dr,Dublin
Volkswagen T-Cross (TSI),Volkswagen,2024-03-07,"€17,268.00",2019,"30,926",SUV,Manual,Petrol,Blue Volkswagen T-Cross1.0 TSI (115ps) SE Hatchback 5dr,Tipperary
Volkswagen Passat (GT),Volkswagen,08/03/2024,"€ 14,997",2017,70074,Estate,Automatic,Diesel,Volkswagen Passat1.6 TDI GT DSG Euro 6 (s/s) 5dr,Donegal
Volkswagen Golf (BlueMotion Tech),Volkswagen,08/03/2024,"€9,752.00",2015,"130,155",Hatchback,Manual,Diesel,Grey Volkswagen Golf2.0 TDI BlueMotion Tech GTD Euro 6 (s/s) 5dr5 previous owners,Dublin
Volkswagen Tiguan (TSI),Volkswagen,08/03/2024,"€25,924.00",2021,"15,573",SUV,Manual,Petrol,Volkswagen Tiguan1.5 TSI 5dr1 previous owner,Mayo
Volkswagen Polo (R-Line),Volkswagen,09/03/2024,"€21,465.00",2021,"6,555 miles",Hatchback,Automatic,Petrol,Volkswagen Polo1.0 Tsi 115 R-Line 5Dr Dsg1 previous owner,Dublin
Volkswagen Golf (R),Volkswagen,2024-03-10,"€18,430.00",2015,"65,218",Hatchback,Automatic,Petrol,"Silver Volkswagen Golf2.0 R DSG AUTOMATIC 3d 298 BHP, FULL VW SERVICE HISTORY FULL VW SERV HISTORY, OUTSTANDING2 previous owners",Donegal
Volkswagen Polo (EVO),Volkswagen,10/03/2024,"€13,462.00",2019,"14,416",Hatchback,Manual,Petrol,Red Volkswagen Polo1.0 EVO SE 5dr1 previous owner,Mayo
Volkswagen Tiguan (Life),Volkswagen,10/03/2024,"€30,101.00",2022,"1,380",SUV,Automatic,Petrol,Black Volkswagen Tiguan1.5 TSI 150 Life 5dr DSG,Dublin
Volkswagen Passat (TDI),Volkswagen,11/03/2024,"€10,400.00",2014,"73,371",Estate,Automatic,Diesel,"Blue Volkswagen Passat2.0 EXECUTIVE STYLE TDI BMT DSG 5d 139 BHP HEATED LEATHER, SAT NAV,",Tipperary
Volkswagen Touareg (Black Edition),Volkswagen,11/03/2024,"€55,253.00",2020,"9,720",SUV,Automatic,Diesel,Grey Volkswagen Touareg3.0TDI (286ps) Black Edition 4Motion 5dr1 previous owner,Kilkenny
Volkswagen Polo (beats),Volkswagen,2024-03-11,"€12,971.00",2019,"28,518",Hatchback,Manual,Petrol,Black Volkswagen Polo1L beats EVO 5dr,Monaghan
Volkswagen T-Roc (SE),Volkswagen,11/03/2024,"€21,145.00",2019,"16,266",SUV,Manual,Petrol,Black Volkswagen T-Roc1.5 TSI EVO SE 5dr,Galway
Volkswagen CC (BlueMotion Tech),Volkswagen,12/03/2024,"€5,696.00",2012,"143,462",Saloon,Automatic,Diesel,Blue Volkswagen CC2.0 TDI BlueMotion Tech GT Saloon 4dr Diesel DSG Euro 5 (s/s) (140 ps)3 previous owners,Dublin
Volkswagen Polo (SEL),Volkswagen,13/03/2024,"€11,406.00",2016,"29,027",Hatchback,Manual,Petrol,Black Volkswagen Polo1.0 TSI BlueMotion Tech SEL Euro 6 (s/s) 5dr1 previous owner,Wicklow
Volkswagen Tiguan (SE Navigation),Volkswagen,13/03/2024,"€20,253.00",2018,25766,SUV,Manual,Petrol,Silver Volkswagen Tiguan1.4 TSI 125PS 2WD SE Nav 5Dr1 previous owner,Dublin
Volkswagen Tiguan (SE),Volkswagen,14/03/2024,"€8,480.00",2013,"93,047",SUV,Manual,Diesel,Navy Volkswagen Tiguan2.0 TDI BlueMotion Tech SE 4WD Euro 5 (s/s) 5dr3 previous owners,Kildare
Volkswagen Tiguan (TDI),Volkswagen,17/03/2024,"€8,307.00",2014,"97,323 miles",SUV,Manual,Diesel,Blue Volkswagen Tiguan2.0 TDI BlueMotion Tech Match 2WD Euro 5 (s/s) 5dr2 previous owners,Roscommon
Volkswagen Tiguan (BlueMotion Tech),Volkswagen,19/03/2024,"€ 11,572",2015,"81,579",SUV,Automatic,Diesel,Black Volkswagen Tiguan2.0 TDI BlueMotion Tech Match DSG 4WD Euro 5 (s/s) 5dr1 previous owner,Wexford
Volkswagen Polo (TSI),Volkswagen,22/03/2024,"€8,798.00",2016,"21,195",Hatchback,Automatic,Petrol,Silver Volkswagen Polo1.2 TSI BlueMotion Tech Match DSG Euro 6 (s/s) 5dr3 previous owners,Tipperary
Volkswagen T-Roc (TDI),Volkswagen,23/03/2024,"€20,854.00",2018,"21,511 miles",SUV,Manual,Diesel,Navy Volkswagen T-Roc1.6 TDI SEL 115PS 5dr2 previous owners,Kildare
Volkswagen Tiguan (TSI),Volkswagen,25/03/2024,"€28,170.00",2022,484,SUV,Manual,Petrol,Navy Volkswagen Tiguan1.5 TSI Life Euro 6 (s/s) 5dr,Dublin
Volkswagen Tiguan (TDI),Volkswagen,26/03/2024,"€10,625.00",2015,"73,183",SUV,Manual,Diesel,Grey Volkswagen Tiguan2.0 TDI BlueMotion Tech Match 2WD Euro 6 (s/s) 5dr,Limerick
Volkswagen T-Roc (TSI),Volkswagen,28/03/2024,"€17,895.00",2019,28154,SUV,Manual,Petrol,Black Volkswagen T-Roc1.0 TSI SE 5dr,Dublin
Volkswagen Golf (R),Volkswagen,31/03/2024,"€27,249.00",2019,"23,421",Hatchback,Automatic,Petrol,Black Volkswagen Golf2.0 TSI 300 R 5dr 4MOTION DSG - ADAPTIVE CRUISE - REVERSE CAM1 previous owner,Longford
Volkswagen T-Roc (TDI),Volkswagen,31/03/2024,"€19,327.00",2019,10274,SUV,Manual,Diesel,Blue Volkswagen T-Roc1.6 TDI SE 5dr Bluetooth,Tipperary
Volkswagen Tiguan (TSI),Volkswagen,02/04/2024,"€17,809.00",2018,"58,481",SUV,Manual,Petrol,Red Volkswagen Tiguan1.4 TSi 150 SE Nav 5dr1 previous owner,Kildare
Volkswagen Arteon (TSI),Volkswagen,02/04/2024,"€ 34,622",2022,"3,667",Estate,Automatic,Petrol,Red Volkswagen ArteonR-Line 2.0 TSI 190PS 7-speed DSG 5 Door1 previous owner,Carlow
Volkswagen Golf (TSI),Volkswagen,02/04/2024,"€8,425.00",2010,"109,097",Hatchback,Automatic,Petrol,Navy Volkswagen Golf2.0 TSI GTI DSG Euro 5 5dr6 previous owners,Clare
Volkswagen Tiguan (Match),Volkswagen,05/04/2024,"€ 23,194",2020,"25,229",SUV,Manual,Petrol,Grey Volkswagen Tiguan1.5 TSi EVO 150 Match 5dr,Meath
Volkswagen T-Roc (TSI),Volkswagen,06/04/2024,"€18,694.00",2020,"10,215",SUV,Manual,Petrol,Black Volkswagen T-Roc1.0 TSI SE SUV 5dr Petrol Manual Euro 6 (s/s) (110 ps)1 previous owner,Waterford
Volkswagen Tiguan (TDI),Volkswagen,09/04/2024,"€13,257.00",2016,"38,169",SUV,Manual,Diesel,Silver Volkswagen Tiguan2L Match Edition BlueMotion Tech TDI 5dr,Tipperary
Volkswagen Polo (BlueMotion Tech),Volkswagen,12/04/2024,"€9,626.00",2015,"44,616",Hatchback,Manual,Petrol,Silver Volkswagen Polo1.0 SE Design 5dr,Waterford
Volkswagen Golf (Style),Volkswagen,14/04/2024,"€23,919.00",2021,"6,513",Hatchback,Manual,Petrol,Blue Volkswagen Golf1.5 TSI Style 5dr,Dublin
Volkswagen Polo (TSI),Volkswagen,2024-04-14,"€10,453.00",2016,"59,290",Hatchback,Manual,Petrol,Blue Volkswagen Polo1.2TSi MATCH 5 DOOR 90 BHP DAB Radio / Park Assist / \xa320 Tax,Wicklow
Volkswagen up! (Move up!),Volkswagen,17/04/2024,"€9,477.00",2018,"30,354",Hatchback,Manual,Petrol,Grey Volkswagen UP!Up 2016 1.0 60PS Move 5Dr,Offaly
Volkswagen Tiguan (BlueMotion Tech),Volkswagen,17/04/2024,"€ 14,224",2014,"53,026",SUV,Manual,Diesel,Blue Volkswagen Tiguan2.0 TDI BlueMotion Tech R-Line 4WD (s/s) 5dr,Cork
Volkswagen T-Cross (TSI),Volkswagen,19/04/2024,"€18,940.00",2019,"17,904",SUV,Manual,Petrol,Red Volkswagen T-Cross1.0 TSI SE 5dr,Monaghan
Volkswagen Tiguan (TSI EVO),Volkswagen,19/04/2024,"€23,101.00",2019,42066,SUV,Auto,Petrol,Black Volkswagen Tiguan1.5 TSi EVO 150 Match 5dr DSG1 previous owner,Cork
Volkswagen CC (GT),Volkswagen,20/04/2024,"€6,782.00",2013,"120,997",Saloon,Automatic,Diesel,Blue Volkswagen CC2.0 TDI BlueMotion Tech GT DSG 4dr3 previous owners,Louth
Volkswagen Passat (GT),Volkswagen,20/04/2024,"€18,499.00",2016,"31,304",Estate,Automatic,Diesel,Red Volkswagen Passat2.0 GT TDI BLUEMOTION TECHNOLOGY DSG 5d AUTO 188 BHP CRUISE CONTROL & HEATED SEATS2 previous owners,Kerry
Volkswagen Golf (Match),Volkswagen,20/04/2024,"€12,402.00",2015,"37,152",Hatchback,Manual,Petrol,Silver Volkswagen Golf1.4 TSI BlueMotion Tech Match Hatchback 5dr Petrol Manual Euro 6 (s/s) (125 ps)2 previous owners,Dublin
Volkswagen Tiguan (BlueMotion Tech),Volkswagen,21/04/2024,"€8,982.00",2011,"48,264",SUV,Manual,Diesel,Blue Volkswagen Tiguan2.0 MATCH TDI BLUEMOTION TECHNOLOGY 5d 138 BHP,Kerry
Volkswagen Arteon (TDI),Volkswagen,21/04/2024,"€40,237.00",2022,"8,099",Estate,Automatic,Diesel,Navy Volkswagen ArteonShooting Brake 2.0 TDI R-Line 4Motion DSG + Panoramic Sunroof 5dr,Dublin
Volkswagen Golf (TSI),Volkswagen,23/04/2024,"€7,654.00",2009,"96,355 miles",Hatchback,Manual,Petrol,Blue Volkswagen Golf2.0 TSI GTI Euro 5 5dr5 previous owners,Limerick
Volkswagen T-Roc (TSI EVO),Volkswagen,25/04/2024,"€24,732.00",2020,"11,275",SUV,Automatic,Petrol,Red Volkswagen T-Roc1.5 Tsi Evo Se 5Dr Dsg2 previous owners,Tipperary
Volkswagen Polo (BlueMotion Tech),Volkswagen,26/04/2024,"€8,730.00",2014,62995,Hatchback,Manual,Diesel,Silver Volkswagen PoloSEL TDI 1.4 5dr,Dublin
Volkswagen Golf (R),Volkswagen,27/04/2024,"€25,875.00",2019,"24,076",Hatchback,Automatic,Petrol,Volkswagen Golf2.0 TSI R Hatchback 5dr Petrol DSG 4Motion Euro 6 (s/s) (300 ps)1 previous owner,Donegal
Volkswagen Golf (SE Nav),Volkswagen,27/04/2024,"€15,989.00",2018,"39,847",Hatchback,Manual,Petrol,Black Volkswagen Golf1.5 TSI EVO SE [Nav] 5dr,Cork
Volkswagen Golf (GTD BlueLine),Volkswagen,27/04/2024,"€18,635.00",2018,"27,708",Hatchback,Manual,Diesel,Blue Volkswagen Golf2.0 TDI GTD BlueLine (s/s) 3dr,Dublin
Volkswagen CC (TDI),Volkswagen,2024-04-29,"€4,746.00",2008,"132,064",Saloon,Automatic,Diesel,Volkswagen CC2.0 TDI GT DSG Euro 4 4dr (4 Seat)3 previous owners,Carlow
Volkswagen Polo (beats),Volkswagen,29/04/2024,"€15,984.00",2021,"23,303",Hatchback,Manual,Petrol,Black Volkswagen Polo1.0 TSI 95 Beats 5dr Bluetooth,Cork
Volkswagen Golf (GT),Volkswagen,30/04/2024,"€ 8,616",2013,"72,713",Convertible,Automatic,Diesel,Grey Volkswagen Golf2.0 TDI BlueMotion Tech GT Cabriolet 2dr Diesel DSG Euro 5 (s/s) (140 ps)6 previous owners,Dublin
Volkswagen Golf (TSI EVO),Volkswagen,01/05/2024,"€16,753.00",2017,"33,437",Hatchback,Automatic,Petrol,Black Volkswagen Golf1.5 TSI EVO SE [Nav] 5dr DSG2 previous owners,Dublin
Volkswagen Polo (Match Edition),Volkswagen,01/05/2024,"€11,830.00",2017,"27,968",Hatchback,Manual,Petrol,Red Volkswagen Polo1.2 TSI Match Edition 5dr Bluetooth,Louth
Volkswagen T-Cross (TSI),Volkswagen,03/05/2024,"€19,085.00",2020,"13,827",SUV,Manual,Petrol,Red Volkswagen T-Cross1.0 TSI (95ps) SE Hatchback 5dr,Dublin
Volkswagen Tiguan (Match Edition),Volkswagen,2024-05-03,"€12,956.00",2016,"55,376 miles",SUV,Manual,Diesel,Black Volkswagen Tiguan2.0 TDI BlueMotion Tech Match Edition 2WD (s/s) 5dr,Dublin
Volkswagen Golf (GTI),Volkswagen,03/05/2024,"€7,404.00",2008,"74,110",Hatchback,Automatic,Petrol,Grey Volkswagen Golf2.0 TFSI GTI DSG 3dr4 previous owners,Carlow
Volkswagen Tiguan (TDI),Volkswagen,06/05/2024,"€12,539.00",2014,67643,SUV,Automatic,Diesel,Black Volkswagen Tiguan2.0 TDI BlueMotion Tech R-Line DSG 4WD Euro 5 (s/s) 5dr (Nav)2 previous owners,Dublin
Volkswagen Golf (SE Nav),Volkswagen,2024-05-10,"€13,903.00",2017,"57,569 miles",Hatchback,Manual,Diesel,Navy Volkswagen Golf1.6 TDI SE [Nav] 5dr,Wicklow
Volkswagen Polo (TSI),Volkswagen,13/05/2024,"€7,073.00",2014,"85,429 miles",Hatchback,Manual,Petrol,Navy Volkswagen Polo1.2 TSI BlueMotion Tech SE (s/s) 5dr2 previous owners,Dublin
Volkswagen ID.3 (Pro Performance),Volkswagen,14/05/2024,"€ 42,053",2020,"18,038",Hatchback,Automatic,Electric,Silver Volkswagen ID.3Max Pro Performance 204PS 1-speed automatic 5 Door1 previous owner,Donegal
Volkswagen Tiguan (TDI),Volkswagen,2024-05-16,"€10,746.00",2010,65776,SUV,Manual,Diesel,Silver Volkswagen Tiguan2.0 TDI R-Line 4WD 5dr3 previous owners,Dublin
Volkswagen Touareg (Altitude),Volkswagen,2024-05-18,"€10,760.00",2011,"99,272",SUV,Automatic,Diesel,Navy Volkswagen Touareg3.0 TDI V6 Altitude Tiptronic 4WD (s/s) 5dr3 previous owners,Dublin
Volkswagen Touareg (Black Edition),Volkswagen,19/05/2024,"€54,449.00",2020,"19,164",SUV,Automatic,Diesel,Red Volkswagen Touareg3.0 V6 BLACK EDITION TDI 5d 282 BHP1 previous owner,Kerry
